catch	id	player
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	Dym_witted
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	ev_brak
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	gunnersfc4
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	halligalli91058
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	hgf_akatomato
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	hiroshi.nin
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	jake_popper
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	jech22
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	jinstructure
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	jkt8mdb
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	jmchg24
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	jmlj78
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	joeryvs
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	Joome5000
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	KATATUMORI
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	King1DAY
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	kouta-894
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	k.ryuto917
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	Kyolux
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	L.Horst
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	lilithsm
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	loveyoshi143
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	mariquitaperez18
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	maseiya
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	mexicansuperman7
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	might.guy.ami
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	mikescw
2018-03-02 10:03:50.425	3465-0000-0358-F2FE	missa.h
