catch	id	player
2017-12-18 15:59:01.516	6E3E-0000-0337-BE34	gladrabbit
2017-12-18 15:59:01.516	6E3E-0000-0337-BE34	haruraku0711
2017-12-18 15:59:01.516	6E3E-0000-0337-BE34	jd54jc
2017-12-18 15:59:01.516	6E3E-0000-0337-BE34	JoeDac
2017-12-18 15:59:01.516	6E3E-0000-0337-BE34	joris38
2017-12-18 15:59:01.516	6E3E-0000-0337-BE34	jsou02
2017-12-18 15:59:01.516	6E3E-0000-0337-BE34	liperosileslie
2017-12-18 15:59:01.516	6E3E-0000-0337-BE34	ludwigjd
2017-12-18 15:59:01.516	6E3E-0000-0337-BE34	Mc-Sherlock15
2017-12-18 15:59:01.516	6E3E-0000-0337-BE34	naoto-yu-0707
2017-12-18 15:59:01.516	6E3E-0000-0337-BE34	nerd232
2017-12-18 15:59:01.516	6E3E-0000-0337-BE34	NerdeyYoshi
2017-12-18 15:59:01.516	6E3E-0000-0337-BE34	nicebrahh
2017-12-18 15:59:01.516	6E3E-0000-0337-BE34	NicoPrevoNin10do
2017-12-18 15:59:01.516	6E3E-0000-0337-BE34	palomamensajera
2017-12-18 15:59:01.516	6E3E-0000-0337-BE34	pelaito2016
2017-12-18 15:59:01.516	6E3E-0000-0337-BE34	penguin10898
2017-12-18 15:59:01.516	6E3E-0000-0337-BE34	sambow3
2017-12-18 15:59:01.516	6E3E-0000-0337-BE34	sammy.whammy.7
2017-12-18 15:59:01.516	6E3E-0000-0337-BE34	slimjax03
2017-12-18 15:59:01.516	6E3E-0000-0337-BE34	sonic_chicken
2017-12-18 15:59:01.516	6E3E-0000-0337-BE34	tepig2007
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	084019
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	280388
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	777Blue
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	AlexTFOA
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	aterm-bf5a65-g
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	atk346fz5
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	autobuddy
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	buraburabure
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	Camillouhdu62
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	carscen
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	chi-la
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	chimizu1001
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	dark_charf
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	destravadowiiu0
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	Dieutriste
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	Enviosity
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	Enzorro1234
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	Gabe-Sebastian
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	gai0114
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	GAMELOVE166
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	garleyprod
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	garudo11
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	gemitsuru
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	Hammysev
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	harru-0430
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	hayuairei
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	hori-michi
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	ilovewiiU357
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	jcadenas88
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	jenniffer0204
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	jjkomizou
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	K1M2S1M1KT
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	kalebgo
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	kamiyanaoto
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	karaage440
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	KAZZ-KINGG
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	KENSML
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	kento5555
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	kenzell1979
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	kiinaba0606
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	kkok1212
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	koei0920
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	komura
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	kurobasukise8
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	leonhard38
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	LucasMacg
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	maikel6
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	mamama0903
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	manato-micco
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	masakattin
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	masakattintin
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	masamasadaisuki
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	masarun0817
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	mastershow
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	minionbart
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	mitsuki0841
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	mizuki.kazutaka
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	mommy_3rd
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	nevermaycry
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	NightmareFueler
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	niigatakennotuti
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	Not_enough_spac
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	OscarAdele
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	PierreHeidemann
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	piyo007
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	ptk348925
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	reoyamamura
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	rikku811
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	rkr1225
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	ROXETTE21
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	runarm
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	ryo091230
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	ryu-wan2
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	sanocchi3155
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	shawnjunior
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	SlimShader
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	souk-souk
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	SuperAlejo347
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	SuperMatematico
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	syt0107
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	take.22221
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	timconcha86
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	toto2106
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	toyokiti123
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	tst1024
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	Tuffnie712
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	tundralizard
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	tyoko7777
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	valentina909311
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	victormanuel65
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	Warriorxxtime
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	yattetha
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	yhsmt0523
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	yosi-k0426
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	yuipoo1114
2018-03-02 10:00:16.15	6E3F-0000-032B-9220	YUTOF.222
2018-03-02 10:00:19.01	6E3F-0000-0341-D806	040575
2018-03-02 10:00:19.01	6E3F-0000-0341-D806	757312
2018-03-02 10:00:19.01	6E3F-0000-0341-D806	akingrobinson
2018-03-02 10:00:19.01	6E3F-0000-0341-D806	alex08isaac09
2018-03-02 10:00:19.01	6E3F-0000-0341-D806	alexiseteliot
2018-03-02 10:00:19.01	6E3F-0000-0341-D806	almostnicedrew
