catch	id	player
2018-02-23 15:19:24.52	38E7-0000-0304-9079	Fusion3N
2018-02-23 15:19:24.52	38E7-0000-0304-9079	haya107
2018-02-23 15:19:24.52	38E7-0000-0304-9079	ji-nyo.usay2117
2018-02-23 15:19:24.52	38E7-0000-0304-9079	joakin95
2018-02-23 15:19:24.52	38E7-0000-0304-9079	joey19018
2018-02-23 15:19:24.52	38E7-0000-0304-9079	jorgemela
2018-02-23 15:19:24.52	38E7-0000-0304-9079	juliapifer
2018-02-23 15:19:24.52	38E7-0000-0304-9079	k4m7y1r10
2018-02-23 15:19:24.52	38E7-0000-0304-9079	K.NATSUKI0711
2018-02-23 15:19:24.52	38E7-0000-0304-9079	krankykayla
2018-02-23 15:19:24.52	38E7-0000-0304-9079	Laura-Todd
2018-02-23 15:19:24.52	38E7-0000-0304-9079	lokoi_1
2018-02-23 15:19:24.52	38E7-0000-0304-9079	matheo062005
2018-02-23 15:19:24.52	38E7-0000-0304-9079	mayaun
2018-02-23 15:19:24.52	38E7-0000-0304-9079	miichael76
2018-02-23 15:19:24.52	38E7-0000-0304-9079	nene756
2018-02-23 15:19:24.52	38E7-0000-0304-9079	Plantmaster1
2018-02-23 15:19:24.52	38E7-0000-0304-9079	pride0822
2018-02-23 15:19:24.52	38E7-0000-0304-9079	sakusouya
2018-02-23 15:19:24.52	38E7-0000-0304-9079	same-shu
2018-02-23 15:19:24.52	38E7-0000-0304-9079	suuutooo
2018-02-23 15:19:24.52	38E7-0000-0304-9079	Thegamingman257
2018-02-23 15:19:24.52	38E7-0000-0304-9079	tuscan_s6
2018-02-23 15:19:24.52	38E7-0000-0304-9079	Tylano64
2018-02-23 15:19:24.52	38E7-0000-0304-9079	Ximanon
2018-02-23 15:19:24.52	38E7-0000-0304-9079	xSAAKIEx
2018-02-23 15:19:24.52	38E7-0000-0304-9079	YoshiPie2409
2018-02-23 15:19:24.52	38E7-0000-0304-9079	yukina-tannaka
2017-12-18 15:28:51.234	38E7-0000-0352-9987	Chicken_Spears
2017-12-18 15:28:51.234	38E7-0000-0352-9987	Tinkler
2018-02-23 15:19:26.055	38E7-0000-035B-646E	gnsas95
2018-02-23 15:19:26.055	38E7-0000-035B-646E	Inkling21301
2018-02-23 15:19:26.055	38E7-0000-035B-646E	iTiger68
2018-02-23 15:19:26.055	38E7-0000-035B-646E	mathoutou
