catch	id	player
2018-02-23 14:50:26.588	0C8E-0000-0358-319A	arashi0918
2018-02-23 14:50:26.588	0C8E-0000-0358-319A	INOINOAZARASI000
2018-02-23 14:50:26.588	0C8E-0000-0358-319A	mikutakaia
2018-02-23 14:50:26.588	0C8E-0000-0358-319A	superiorkaizer
2018-02-23 14:50:26.588	0C8E-0000-0358-319A	tonyetcharlot
2018-02-23 14:50:26.588	0C8E-0000-0358-319A	yuto1230
2017-11-16 14:47:26.796	0C8F-0000-0338-11C1	C-Low007
2017-11-16 14:47:26.796	0C8F-0000-0338-11C1	GoldMan13000
2018-01-02 07:11:50.948	0C8F-0000-0338-11C1	jhonnygp
2017-11-16 14:47:26.796	0C8F-0000-0338-11C1	JoeDivision
2017-11-16 14:47:26.796	0C8F-0000-0338-11C1	Lipe2102
2017-11-16 14:47:26.796	0C8F-0000-0338-11C1	mikemandy03
2017-11-16 14:47:26.796	0C8F-0000-0338-11C1	poulson3
2017-11-16 14:47:26.796	0C8F-0000-0338-11C1	RokiLP
2018-02-23 14:50:27.985	0C90-0000-0302-7FC0	AntonioMSJ
2018-03-01 09:07:04.303	0C90-0000-0302-7FC0	BigKahunaDakine
2018-02-23 14:50:27.985	0C90-0000-0302-7FC0	fancynerdz
2018-02-23 14:50:27.985	0C90-0000-0302-7FC0	Redluke123
2018-02-23 14:50:27.985	0C90-0000-0302-7FC0	takeshijjj
2018-03-02 10:01:50.193	0C90-0000-034E-1BB6	01aki05
2018-03-02 10:01:50.193	0C90-0000-034E-1BB6	cjl.996
2018-03-02 10:01:50.193	0C90-0000-034E-1BB6	Hairball8
2018-03-02 10:01:50.193	0C90-0000-034E-1BB6	janikzberg
2018-03-02 10:01:50.193	0C90-0000-034E-1BB6	LobytoElFail
2018-03-02 10:01:50.193	0C90-0000-034E-1BB6	marchil
2018-03-02 10:01:50.193	0C90-0000-034E-1BB6	pcxjjh
2018-03-02 10:01:50.193	0C90-0000-034E-1BB6	susano1136
2018-03-02 10:01:50.193	0C90-0000-034E-1BB6	suwasuwa-gogo
2017-12-18 15:45:39.878	0C91-0000-035E-CB65	Enderman_Zombie
2017-12-18 15:45:39.878	0C91-0000-035E-CB65	ihaveap
2017-12-18 15:45:39.878	0C91-0000-035E-CB65	MartsOA
2017-12-18 15:45:39.878	0C91-0000-035E-CB65	santiagomillan
2018-03-09 01:33:15.365	0C91-0000-035E-CB65	Tallstac
2018-02-23 14:50:29.232	0C92-0000-032A-1FEC	CaptinGameMaster
2018-02-23 14:50:29.232	0C92-0000-032A-1FEC	Despairsray08
2018-02-23 14:50:29.232	0C92-0000-032A-1FEC	lulupi61
