catch	id	player
2018-02-23 15:20:13.207	12DA-0000-034D-BB30	justin0416
2018-02-23 15:20:13.207	12DA-0000-034D-BB30	kouhei.chiba0203
2018-02-23 15:20:13.207	12DA-0000-034D-BB30	laia-arrufat
2018-02-23 15:20:13.207	12DA-0000-034D-BB30	lustucru94
2018-02-23 15:20:13.207	12DA-0000-034D-BB30	Mario269
2018-02-23 15:20:13.207	12DA-0000-034D-BB30	Mario6RM
2018-02-23 15:20:13.207	12DA-0000-034D-BB30	MaverickRaiden25
2018-02-23 15:20:13.207	12DA-0000-034D-BB30	meganezarunome
2018-02-23 15:20:13.207	12DA-0000-034D-BB30	Nicoolio
2018-02-23 15:20:13.207	12DA-0000-034D-BB30	noritaku
2018-02-23 15:20:13.207	12DA-0000-034D-BB30	patpat0
2018-02-23 15:20:13.207	12DA-0000-034D-BB30	PlAgU30FMinD
2018-02-23 15:20:13.207	12DA-0000-034D-BB30	QWERTYMARIO74
2018-02-23 15:20:13.207	12DA-0000-034D-BB30	r2d2jeronimo
2018-02-23 15:20:13.207	12DA-0000-034D-BB30	sinerz22
2018-02-23 15:20:13.207	12DA-0000-034D-BB30	tosi4679
2018-02-23 15:20:13.207	12DA-0000-034D-BB30	TOUMAttan
2018-02-23 15:20:13.207	12DA-0000-034D-BB30	VIZUAL88
2018-02-23 15:20:13.207	12DA-0000-034D-BB30	wilmer31
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	Akiyuki108
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	Ales1985
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	Alexisdavidmend2
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	AmethystSnowfall
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	andante55
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	ArtisM12
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	arturotuli
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	BabyTattletale
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	Ballj92
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	BiPolarBear17
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	chunkymunky24
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	damari072010
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	dani-missi
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	diegobellota
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	DoctorMash
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	drumminman610
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	emily008
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	EmirhanMira
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	firestormer305
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	Floxinator
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	Franciscaponti
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	ivan0607
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	joctthaproducer
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	JustinPieps
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	kevin15448
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	kingrileyl
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	kouchan_m11
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	kouheigenki
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	krauseandrew
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	Kuga18
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	kungfulouie
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	kurokuroshuto
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	macneil06
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	makoto201308
2018-03-02 10:33:19.105	12DB-0000-030A-5A6B	MasterBaden925
