catch	id	player
2017-12-18 15:49:33.441	F9F6-0000-034B-7964	kristodor1979
2017-12-18 15:49:33.441	F9F6-0000-034B-7964	Luis_Benjamin123
2017-12-18 15:49:33.441	F9F6-0000-034B-7964	MakFerSon
2017-12-18 15:49:33.441	F9F6-0000-034B-7964	manata1211
2017-12-18 15:49:33.441	F9F6-0000-034B-7964	MarioLuigiKrazy
2017-12-18 15:49:33.441	F9F6-0000-034B-7964	ninninkzninkz
2017-12-18 15:49:33.441	F9F6-0000-034B-7964	patrickandciaran
2017-12-18 15:49:33.441	F9F6-0000-034B-7964	pnp1226
2017-12-18 15:49:33.441	F9F6-0000-034B-7964	ryoB2000
2017-12-18 15:49:33.441	F9F6-0000-034B-7964	sekaowa.lovely
2017-12-18 15:49:33.441	F9F6-0000-034B-7964	the_hate_tank
2017-12-18 15:49:33.441	F9F6-0000-034B-7964	ts.pony
2017-12-18 15:49:33.441	F9F6-0000-034B-7964	yk.yoshi
2017-12-18 15:49:33.441	F9F6-0000-034B-7964	yuichi834283
2018-02-23 14:38:37.672	F9F7-0000-0311-6789	102100RT
2018-02-23 14:38:37.672	F9F7-0000-0311-6789	262577
2018-02-23 14:38:37.672	F9F7-0000-0311-6789	acky042086
2018-02-23 14:38:37.672	F9F7-0000-0311-6789	akimama31
2018-02-23 14:38:37.672	F9F7-0000-0311-6789	bigtoplove114
2018-02-23 14:38:37.672	F9F7-0000-0311-6789	BreeHnider123
2018-02-23 14:38:37.672	F9F7-0000-0311-6789	dragon-7110
2018-02-23 14:38:37.672	F9F7-0000-0311-6789	garubica
2018-02-23 14:38:37.672	F9F7-0000-0311-6789	gasdrubal
2018-02-23 14:38:37.672	F9F7-0000-0311-6789	gian160429
2018-02-23 14:38:37.672	F9F7-0000-0311-6789	katoki2007
2018-02-23 14:38:37.672	F9F7-0000-0311-6789	kazukiami1124
2018-02-23 14:38:37.672	F9F7-0000-0311-6789	kurehime
2018-02-23 14:38:37.672	F9F7-0000-0311-6789	Melitta1511
2018-02-23 14:38:37.672	F9F7-0000-0311-6789	Namikimanato
2018-02-23 14:38:37.672	F9F7-0000-0311-6789	sebastian1422
2018-02-23 14:38:37.672	F9F7-0000-0311-6789	tgoode
2018-02-23 14:38:37.672	F9F7-0000-0311-6789	toshipapa0906
2018-02-23 14:38:39.889	F9F7-0000-0328-E902	033268
2018-02-23 14:38:39.889	F9F7-0000-0328-E902	141124takato
2018-02-23 14:38:39.889	F9F7-0000-0328-E902	3-9yoshika
2018-02-23 14:38:39.889	F9F7-0000-0328-E902	aaf3204
2018-02-23 14:38:39.889	F9F7-0000-0328-E902	afernandoramos
2018-02-23 14:38:39.889	F9F7-0000-0328-E902	ajcoolguy
2018-02-23 14:38:39.889	F9F7-0000-0328-E902	AlexHRocks
2018-02-23 14:38:39.889	F9F7-0000-0328-E902	Amaru2302
2018-02-23 14:38:39.889	F9F7-0000-0328-E902	ayumu181
2018-02-23 14:38:39.889	F9F7-0000-0328-E902	BeaverBoy4lifess
2018-02-23 14:38:39.889	F9F7-0000-0328-E902	bennkimann
2018-02-23 14:38:39.889	F9F7-0000-0328-E902	boredcheeta84
2018-02-23 14:38:39.889	F9F7-0000-0328-E902	Brodiepw67
2018-02-23 14:38:39.889	F9F7-0000-0328-E902	bsst613
2018-02-23 14:38:39.889	F9F7-0000-0328-E902	butti9838
2018-02-23 14:38:39.889	F9F7-0000-0328-E902	deriii0907
2018-02-23 14:38:39.889	F9F7-0000-0328-E902	didibrid
